ms_zoning,lot_frontage,street,land_contour,overall_qual,roof_matl,exterior_1st,mas_vnr_type,mas_vnr_area,foundation,bsmt_qual,bsmt_exposure,bsmtfin_sf_1,heating,heating_qc,central_air,gr_liv_area,full_bath,fireplace_qu,garage_type,garage_finish,garage_area,wood_deck_sf,open_porch_sf,sale_type,saleprice,age_built,age_remod,total_sf,open_lot,common_lot,closed_lot,near_park,near_road
RL,75.0,Pave,Lvl,8,CompShg,VinylSd,None,0.0,PConc,4,1,804.0,GasA,5,Y,2031,2,4,Attchd,2,577.0,0,211,WD ,237000,6,6,3159.0,False,True,False,False,False
RL,60.0,Pave,Bnk,2,CompShg,Wd Sdng,None,0.0,CBlock,3,1,290.0,GasA,3,N,438,1,0,Detchd,1,246.0,0,0,WD ,60000,89,59,728.0,False,True,False,False,False
RL,64.0,Pave,Lvl,5,CompShg,HdBoard,BrkFace,222.0,CBlock,4,4,456.0,GasA,5,Y,1033,1,0,BuiltIn,2,504.0,224,0,WD ,165000,32,32,1489.0,False,True,False,False,False
RL,41.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,2327,2,4,BuiltIn,2,596.0,0,57,WD ,240000,5,5,3456.0,False,False,True,False,False
RL,69.05520046484602,Pave,Lvl,7,CompShg,HdBoard,BrkFace,52.0,PConc,4,1,0.0,GasA,4,Y,1187,2,0,Attchd,2,420.0,0,21,WD ,160000,15,14,2355.0,False,True,False,False,False
RH,58.0,Pave,Bnk,6,CompShg,Wd Sdng,None,0.0,CBlock,3,3,780.0,GasA,3,N,1340,1,0,Attchd,1,440.0,0,0,WD ,128000,61,56,2120.0,False,True,False,False,False
RL,65.0,Pave,Lvl,4,CompShg,AsbShng,None,0.0,PConc,0,0,0.0,GasA,3,N,1152,2,0,NA,0,0.0,0,0,WD ,82000,53,53,1152.0,False,True,False,False,False
RL,80.0,Pave,Lvl,6,CompShg,MetalSd,BrkFace,210.0,CBlock,3,1,1387.0,GasA,4,Y,1567,2,4,Attchd,1,542.0,0,110,WD ,256000,43,1,3129.0,False,True,False,False,False
RM,50.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,3,1,624.0,GasA,5,Y,1482,1,0,Detchd,1,324.0,0,0,WD ,143000,89,21,2132.0,False,True,False,False,False
RL,67.0,Pave,HLS,7,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1689,2,0,Attchd,3,433.0,100,39,New,231713,1,0,3378.0,False,True,False,False,False
RL,195.0,Pave,Lvl,5,CompShg,HdBoard,None,0.0,CBlock,4,4,1047.0,GasW,3,Y,1424,1,0,2Types,1,828.0,144,0,WD ,155000,38,17,2524.0,False,True,False,False,False
RL,59.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,CBlock,3,1,534.0,GasA,5,Y,816,1,0,Attchd,1,264.0,315,0,WD ,128500,25,25,1632.0,False,True,False,False,False
RL,60.0,Pave,Lvl,7,CompShg,WdShing,BrkFace,174.0,BrkTil,3,1,0.0,GasA,5,Y,1424,2,4,Attchd,1,312.0,0,0,WD ,168000,87,58,2652.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,7,CompShg,HdBoard,BrkFace,138.0,CBlock,3,1,626.0,GasA,4,Y,1479,1,0,Attchd,3,484.0,0,32,WD ,184000,35,3,2204.0,False,False,True,False,False
RL,70.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,3,953.0,GasA,3,Y,1025,1,0,NA,0,0.0,96,80,WD ,124000,44,44,2050.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,HdBoard,BrkFace,571.0,CBlock,3,1,0.0,GasA,3,Y,1442,2,3,Attchd,2,615.0,371,0,WD ,185000,39,39,2884.0,False,True,False,False,False
RL,106.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,40.0,PConc,4,1,0.0,GasA,5,Y,1936,2,3,Attchd,2,504.0,188,124,WD ,230500,6,6,3342.0,False,True,False,False,False
RL,90.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,227.0,PConc,4,2,796.0,GasA,5,Y,1939,2,3,Attchd,2,555.0,128,84,WD ,227000,8,8,2993.0,False,True,False,False,False
RL,64.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,1,193.0,GasA,5,Y,1476,2,0,Attchd,3,540.0,100,35,WD ,173500,4,4,2214.0,False,True,False,False,False
RL,70.0,Pave,Lvl,5,CompShg,HdBoard,None,0.0,CBlock,4,4,744.0,GasA,4,Y,898,1,0,Attchd,2,326.0,143,0,WD ,140000,38,38,1731.0,False,True,False,False,False
RL,87.0,Pave,Lvl,8,CompShg,VinylSd,None,0.0,PConc,5,1,666.0,GasA,5,Y,1460,2,4,Attchd,3,480.0,0,20,WD ,247000,2,1,2920.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,Plywood,BrkFace,23.0,CBlock,4,4,456.0,GasA,3,Y,1034,1,2,Basment,3,504.0,0,0,WD ,149900,31,31,1490.0,False,False,True,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,HdBoard,BrkFace,180.0,CBlock,4,2,781.0,GasA,5,Y,1174,1,0,Attchd,1,528.0,211,0,WD ,158000,30,30,2038.0,False,True,False,False,False
Others,69.05520046484602,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,244.0,GasA,5,Y,1080,2,0,Attchd,2,496.0,0,50,WD ,147110,7,7,1610.0,False,True,False,False,False
RM,50.0,Pave,Bnk,6,CompShg,MetalSd,None,0.0,BrkTil,3,1,0.0,GasA,3,Y,1376,2,4,Detchd,1,198.0,0,0,WD ,119500,69,56,2156.0,False,True,False,False,False
RL,60.0,Pave,HLS,5,CompShg,Wd Sdng,None,0.0,CBlock,3,1,728.0,GasA,5,Y,1567,1,3,Detchd,1,440.0,0,21,WD ,205000,69,59,2407.0,False,True,False,False,False
RL,60.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,CBlock,4,3,0.0,GasA,5,Y,1534,1,0,NA,0,0.0,0,112,WD ,148000,112,8,2270.0,False,True,False,False,False
RL,39.0,Pave,Lvl,8,CompShg,CemntBd,None,0.0,PConc,4,1,1180.0,GasA,5,Y,1616,2,3,Attchd,2,608.0,237,152,WD ,236500,15,14,3211.0,False,True,False,False,False
RL,60.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,BrkTil,2,1,930.0,GasA,3,Y,1551,2,0,Detchd,1,240.0,0,0,WD ,137000,68,56,2609.0,False,True,False,False,False
RL,68.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,CBlock,3,1,100.0,GasA,4,Y,960,1,0,Attchd,2,330.0,0,70,WD ,122000,54,54,1920.0,False,True,False,False,False
RL,73.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,3,0.0,GasA,5,Y,1302,2,0,Attchd,3,436.0,0,22,New,176485,0,0,2604.0,False,True,False,False,False
RL,50.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,BrkTil,3,1,0.0,GasA,3,Y,816,1,0,Detchd,1,210.0,168,0,WD ,109000,81,56,1632.0,False,True,False,False,False
RM,69.05520046484602,Pave,Lvl,7,CompShg,Wd Sdng,BrkFace,239.0,PConc,4,1,1102.0,GasA,5,Y,1502,1,3,Attchd,3,286.0,0,0,WD ,330000,9,9,3004.0,False,True,False,False,False
RM,56.0,Pave,Bnk,6,CompShg,VinylSd,None,0.0,PConc,3,1,96.0,GasA,4,N,1133,1,0,Detchd,1,308.0,0,175,WD ,143000,0,0,1325.0,False,True,False,False,False
RL,89.0,Pave,Lvl,9,CompShg,MetalSd,BrkFace,422.0,PConc,5,4,672.0,GasA,5,Y,3078,2,3,Attchd,3,806.0,108,87,WD ,410000,9,9,4486.0,False,True,False,False,False
RL,70.0,Pave,Lvl,6,CompShg,HdBoard,BrkFace,105.0,PConc,4,1,814.0,GasA,5,Y,1721,2,0,Attchd,2,471.0,300,87,WD ,201000,13,13,2649.0,False,True,False,False,False
RL,60.0,Pave,Lvl,4,CompShg,VinylSd,None,0.0,BrkTil,2,1,0.0,GasA,3,Y,1760,1,3,Detchd,1,648.0,120,0,COD,80000,96,56,2837.0,False,True,False,False,False
RL,61.0,Pave,Lvl,6,CompShg,Wd Sdng,None,0.0,CBlock,3,1,774.0,GasA,5,Y,2320,2,3,Detchd,1,180.0,224,0,WD ,259500,62,5,3348.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,7,CompShg,VinylSd,BrkFace,94.0,PConc,4,4,766.0,GasA,5,Y,2486,3,4,BuiltIn,3,452.0,143,32,WD ,279900,4,3,3608.0,False,True,False,False,False
RL,75.0,Pave,Lvl,5,CompShg,BrkFace,None,0.0,CBlock,3,1,340.0,GasA,5,Y,1246,1,0,Attchd,2,305.0,218,0,WD ,154000,51,16,2492.0,False,True,False,False,False
RL,69.05520046484602,Pave,Low,6,CompShg,Wd Sdng,BrkCmn,472.0,CBlock,4,4,697.0,GasA,4,Y,2144,2,3,Attchd,3,389.0,0,98,WD ,277000,49,1,3588.0,False,False,True,False,False
RL,62.0,Pave,Lvl,5,CompShg,BrkFace,None,0.0,BrkTil,3,1,230.0,GasA,5,N,1150,1,3,BuiltIn,1,215.0,264,0,WD ,128000,64,56,1949.0,False,True,False,False,False
RL,110.0,Pave,Lvl,8,CompShg,VinylSd,Stone,640.0,PConc,4,1,0.0,GasA,5,Y,1600,2,4,Attchd,2,890.0,0,56,WD ,256300,2,2,3166.0,False,True,False,False,False
RL,110.0,Pave,HLS,4,CompShg,AsbShng,None,0.0,BrkTil,3,1,189.0,GasA,5,Y,1755,2,3,Detchd,1,231.0,0,40,WD ,188000,77,4,2685.0,False,True,False,False,False
RL,85.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,630.0,PConc,5,4,1274.0,GasA,5,Y,1800,2,4,Attchd,3,765.0,270,78,WD ,312500,4,4,3600.0,False,True,False,False,False
Others,30.0,Pave,Lvl,7,CompShg,MetalSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1200,2,0,Detchd,2,480.0,0,172,WD ,151000,6,5,1800.0,False,True,False,False,False
RM,24.0,Pave,Lvl,5,CompShg,HdBoard,BrkFace,376.0,CBlock,3,1,471.0,GasA,5,Y,1365,1,0,Detchd,1,440.0,240,36,WD ,122500,36,36,2130.0,False,True,False,False,False
RL,68.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,2,80.0,GasA,5,Y,1696,2,0,Attchd,2,542.0,143,66,WD ,188000,5,5,2531.0,False,True,False,False,False
RL,91.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,4,0.0,GasA,5,Y,1809,2,0,Attchd,2,638.0,144,54,New,209700,1,0,2754.0,False,True,False,False,False
RL,85.0,Pave,HLS,8,CompShg,VinylSd,BrkFace,945.0,PConc,5,4,1558.0,GasA,5,Y,2234,1,4,Attchd,2,724.0,390,80,WD ,441929,1,1,4454.0,False,True,False,False,False
RL,50.0,Pave,Lvl,6,CompShg,HdBoard,BrkFace,120.0,PConc,4,1,602.0,GasA,5,Y,1680,2,0,Attchd,2,474.0,144,96,WD ,163000,15,14,2566.0,False,True,False,False,False
RL,69.05520046484602,Pave,Low,6,CompShg,HdBoard,BrkFace,157.0,CBlock,3,4,568.0,GasA,4,Y,2087,2,0,Attchd,3,444.0,133,168,WD ,187500,41,0,2919.0,False,True,False,False,False
RL,90.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,260.0,PConc,4,4,1246.0,GasA,5,Y,1513,2,3,Attchd,3,521.0,135,34,WD ,220000,10,9,2975.0,True,False,False,False,False
RL,70.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,1,474.0,GasA,3,Y,1107,1,0,Attchd,2,308.0,88,64,WD ,127000,40,14,2056.0,False,True,False,False,False
RL,60.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,Slab,0,0,0.0,GasA,5,Y,827,1,1,Detchd,1,392.0,0,0,WD ,107500,55,3,827.0,False,True,False,False,False
RM,35.0,Pave,Lvl,6,CompShg,Wd Sdng,None,0.0,CBlock,3,1,0.0,GasA,5,Y,1484,2,4,NA,0,0.0,0,291,WD ,128000,94,7,2226.0,False,True,False,False,False
RM,30.0,Pave,Bnk,5,CompShg,Wd Sdng,None,0.0,BrkTil,2,1,0.0,GasA,4,N,764,1,0,Detchd,1,504.0,0,0,WD ,73000,83,4,1444.0,False,True,False,False,False
RL,72.0,Pave,HLS,9,CompShg,VinylSd,BrkFace,562.0,PConc,5,4,1567.0,GasA,5,Y,1792,2,4,Attchd,3,874.0,206,49,WD ,374000,3,2,3584.0,False,True,False,False,False
RL,130.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,1110.0,PConc,5,2,1075.0,GasA,5,Y,2649,2,3,Attchd,3,746.0,0,60,WD ,421250,7,6,4128.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,4,Y,1593,2,3,BuiltIn,2,389.0,342,40,WD ,178000,17,16,2401.0,False,True,False,False,False
RL,90.0,Pave,Lvl,4,CompShg,Plywood,None,0.0,CBlock,4,3,920.0,GasA,3,Y,1181,2,0,Detchd,2,588.0,0,0,WD ,137500,36,36,2319.0,False,True,False,False,False
RL,91.0,Pave,Lvl,8,CompShg,HdBoard,BrkFace,554.0,PConc,4,4,1314.0,GasA,5,Y,1987,2,3,Attchd,3,691.0,262,36,WD ,301500,14,14,3973.0,False,True,False,False,False
RL,43.0,Pave,Bnk,6,CompShg,Wd Sdng,None,0.0,BrkTil,3,1,0.0,GasA,4,Y,1242,1,4,Detchd,1,180.0,329,96,WD ,105000,74,59,1825.0,False,True,False,False,False
RL,78.0,Pave,Lvl,6,CompShg,HdBoard,BrkFace,203.0,CBlock,3,3,760.0,GasA,3,Y,976,1,2,Attchd,2,504.0,94,0,WD ,157500,38,2,1952.0,False,True,False,False,False
RM,40.0,Pave,Lvl,5,CompShg,AsbShng,None,0.0,CBlock,3,1,0.0,GasA,3,N,1214,1,0,Detchd,1,216.0,0,0,WD ,117000,106,57,2183.0,False,True,False,False,False
RL,70.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,CBlock,3,1,468.0,GasA,4,Y,864,1,0,Attchd,1,336.0,0,0,WD ,105000,44,44,1728.0,False,True,False,False,False
RL,51.0,Pave,Lvl,6,CompShg,MetalSd,None,0.0,BrkTil,3,1,0.0,GasA,5,Y,1639,1,0,Detchd,1,240.0,0,0,WD ,115000,72,58,2230.0,False,True,False,False,False
RL,95.0,Pave,Lvl,9,CompShg,VinylSd,Stone,302.0,PConc,5,1,0.0,GasA,5,Y,1736,2,4,Attchd,2,834.0,319,90,WD ,360000,1,1,3472.0,False,True,False,False,False
RL,64.0,Pave,Bnk,5,CompShg,Plywood,None,0.0,Slab,0,0,0.0,GasA,3,Y,1535,2,0,Attchd,1,400.0,0,0,WD ,118858,30,30,1535.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,HdBoard,BrkFace,252.0,CBlock,3,1,400.0,GasA,4,Y,1632,1,0,Attchd,1,484.0,0,40,WD ,173000,42,8,2432.0,False,True,False,False,False
RL,60.0,Pave,Lvl,3,CompShg,VinylSd,None,0.0,BrkTil,3,1,0.0,GasA,3,Y,725,1,0,Detchd,1,320.0,0,30,WD ,78500,119,11,1355.0,False,True,False,False,False
RL,62.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1720,2,4,Attchd,3,440.0,100,48,WD ,183500,3,3,2560.0,False,True,False,False,False
RM,60.0,Pave,Bnk,4,CompShg,MetalSd,None,0.0,CBlock,2,1,0.0,GasA,3,N,936,1,0,Detchd,1,576.0,0,32,WD ,93000,56,56,1872.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,8,CompShg,VinylSd,BrkFace,72.0,PConc,4,4,1084.0,GasA,5,Y,1589,2,3,Attchd,3,630.0,143,20,WD ,226500,4,4,2995.0,False,True,False,False,False
RL,59.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,4,Y,1571,2,3,Attchd,2,380.0,0,40,WD ,178000,16,15,2370.0,False,True,False,False,False
RL,72.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,167.0,PConc,4,3,1013.0,GasA,5,Y,1479,2,0,Attchd,2,558.0,144,29,WD ,226000,4,4,2932.0,False,True,False,False,False
RL,70.0,Pave,Lvl,5,CompShg,VinylSd,BrkFace,178.0,CBlock,3,4,496.0,GasA,5,Y,1632,1,3,Attchd,2,898.0,0,173,WD ,173000,40,40,2416.0,False,True,False,False,False
RL,60.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,1,553.0,GasA,4,Y,864,1,1,Detchd,1,360.0,0,0,WD ,62383,44,44,1728.0,False,True,False,False,False
RL,67.0,Pave,Lvl,9,CompShg,VinylSd,Stone,268.0,PConc,5,3,1330.0,GasA,5,Y,2713,2,4,Attchd,3,858.0,126,66,New,446261,0,0,4165.0,False,True,False,False,False
RL,43.0,Pave,Lvl,7,CompShg,Wd Sdng,None,0.0,BrkTil,3,1,424.0,GasA,5,Y,1479,1,4,Detchd,1,312.0,530,0,WD ,160000,80,9,2103.0,False,True,False,False,False
RM,69.05520046484602,Pave,Lvl,7,CompShg,VinylSd,BrkFace,24.0,PConc,4,1,1087.0,GasA,5,Y,1576,2,3,Attchd,2,668.0,143,20,WD ,219990,4,4,2969.0,False,True,False,False,False
RL,93.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,125.0,PConc,4,1,0.0,GasA,5,Y,1479,2,0,Attchd,2,577.0,120,25,WD ,191000,9,8,2947.0,False,False,True,False,False
RL,55.0,Pave,Bnk,5,CompShg,MetalSd,None,0.0,PConc,3,1,317.0,GasA,3,N,1060,1,4,Detchd,1,308.0,0,65,WD ,136500,82,13,1816.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,4,CompShg,HdBoard,None,0.0,Slab,0,0,0.0,GasA,3,N,943,1,0,Detchd,1,308.0,0,0,WD ,80000,49,13,943.0,False,False,True,False,False
RL,69.05520046484602,Pave,Lvl,7,CompShg,HdBoard,BrkFace,178.0,PConc,4,1,1002.0,GasA,4,Y,2183,2,0,Attchd,1,786.0,0,0,WD ,229000,18,18,3387.0,False,True,False,False,False
RL,80.0,Pave,Lvl,7,CompShg,MetalSd,BrkFace,246.0,PConc,4,1,750.0,GasA,5,Y,1949,2,3,Attchd,3,574.0,156,90,WD ,236000,17,16,2999.0,False,True,False,False,False
RL,85.0,Pave,HLS,10,CompShg,MetalSd,BrkFace,242.0,PConc,5,4,0.0,GasA,5,Y,1824,2,4,Attchd,3,932.0,160,36,New,392000,1,0,3648.0,False,True,False,True,False
RM,57.0,Pave,Lvl,6,CompShg,Plywood,None,0.0,CBlock,3,1,522.0,GasA,2,Y,1930,2,0,Attchd,1,316.0,0,0,WD ,149000,82,59,2650.0,False,True,False,False,False
Others,36.0,Pave,Lvl,10,CompShg,BrkFace,None,0.0,PConc,4,2,128.0,GasA,5,Y,2393,2,3,Attchd,3,846.0,0,90,WD ,345000,10,9,3363.0,False,True,False,False,False
RM,62.0,Pave,Lvl,5,CompShg,CemntBd,None,0.0,PConc,2,1,0.0,GasA,5,Y,2014,2,0,Detchd,1,624.0,0,72,WD ,169000,106,1,2730.0,False,True,False,False,False
RL,84.0,Pave,Lvl,4,CompShg,Wd Sdng,None,0.0,CBlock,3,1,0.0,GasA,3,N,1242,1,0,Attchd,1,336.0,0,0,WD ,109900,61,57,1726.0,False,True,False,False,False
RL,74.0,Pave,Lvl,7,CompShg,HdBoard,BrkFace,94.0,PConc,4,3,758.0,GasA,5,Y,2000,2,3,Attchd,3,650.0,190,48,WD ,188000,13,12,2996.0,False,True,False,False,False
RM,50.0,Pave,Lvl,6,CompShg,MetalSd,None,0.0,CBlock,3,1,0.0,GasA,5,Y,1412,1,4,Detchd,1,280.0,45,0,WD ,132500,70,59,2192.0,False,True,False,False,False
RL,65.0,Pave,Low,5,CompShg,VinylSd,None,0.0,PConc,3,1,755.0,GasA,5,Y,990,1,0,Attchd,2,440.0,66,0,WD ,143000,15,15,1980.0,False,True,False,False,False
RL,58.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,CBlock,2,1,557.0,GasA,5,Y,1342,1,0,Detchd,1,256.0,0,0,WD ,125000,56,56,2684.0,False,True,False,False,False
RL,120.0,Pave,HLS,9,CompShg,VinylSd,BrkFace,568.0,PConc,5,4,1505.0,GasA,5,Y,1868,2,4,Attchd,3,1085.0,354,56,WD ,415000,1,1,3736.0,False,True,False,False,False
RM,60.0,Pave,Lvl,4,CompShg,VinylSd,None,0.0,CBlock,2,1,0.0,GasA,4,Y,1363,1,0,Detchd,1,528.0,0,0,WD ,125500,100,60,1985.0,False,True,False,False,False
RL,80.0,Pave,Lvl,6,CompShg,Wd Sdng,BrkCmn,183.0,CBlock,3,1,620.0,GasA,4,Y,1632,2,4,Attchd,2,338.0,289,0,WD ,139000,51,21,2872.0,False,True,False,False,False
RL,97.0,Pave,Lvl,10,CompShg,CemntBd,Stone,420.0,PConc,5,4,1338.0,GasA,5,Y,2296,2,4,BuiltIn,2,842.0,382,274,ConLI,451950,1,1,4018.0,False,True,False,False,False
RL,65.0,Pave,Lvl,5,CompShg,VinylSd,BrkFace,74.0,CBlock,3,1,0.0,GasA,3,Y,1678,2,0,NA,0,0.0,0,0,WD ,119900,50,50,3356.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,8,CompShg,VinylSd,BrkFace,136.0,PConc,5,1,1005.0,GasA,5,Y,1296,2,0,Attchd,3,471.0,192,25,WD ,220000,8,7,2563.0,False,True,False,False,False
RL,85.0,Pave,Lvl,6,CompShg,MetalSd,BrkFace,302.0,CBlock,3,1,838.0,GasA,3,Y,1587,2,4,Attchd,1,525.0,0,44,WD ,167300,36,36,3174.0,False,True,False,False,False
RL,45.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,CBlock,3,1,626.0,GasA,5,Y,1298,1,4,Detchd,1,256.0,84,0,WD ,122000,68,59,2018.0,False,True,False,False,False
RM,70.0,Pave,Lvl,5,CompShg,HdBoard,BrkFace,336.0,CBlock,3,1,1332.0,GasA,3,Y,1728,2,0,Detchd,1,504.0,0,0,ConLI,125000,43,43,3456.0,False,True,False,False,False
RM,50.0,Pave,Lvl,5,CompShg,BrkFace,None,0.0,CBlock,3,1,308.0,GasA,4,Y,928,1,0,Attchd,3,288.0,0,0,WD ,112500,51,51,1856.0,False,True,False,False,False
RL,78.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,4,0.0,GasA,5,Y,1795,2,0,Attchd,2,578.0,164,111,WD ,191000,2,1,2674.0,False,True,False,False,False
RL,75.0,Pave,Lvl,6,CompShg,MetalSd,BrkFace,135.0,CBlock,3,1,570.0,GasA,4,Y,1080,1,0,Attchd,1,288.0,0,0,WD ,136000,50,50,2160.0,False,True,False,False,False
RL,80.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,3,0.0,GasA,5,Y,1779,2,0,Attchd,2,546.0,198,36,WD ,197900,11,11,2645.0,False,True,False,False,False
RM,59.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,CBlock,3,1,0.0,GasA,4,Y,1635,1,0,Attchd,1,255.0,394,0,WD ,117000,96,3,2120.0,False,True,False,False,False
RL,64.0,Pave,Lvl,7,CompShg,VinylSd,Stone,84.0,PConc,4,3,684.0,GasA,5,Y,1220,2,0,Attchd,2,632.0,105,54,New,194000,0,0,2419.0,False,True,False,False,False
Others,69.05520046484602,Pave,Lvl,9,CompShg,VinylSd,BrkFace,179.0,PConc,5,3,1004.0,GasA,5,Y,1310,1,3,Attchd,2,545.0,277,45,WD ,285000,7,7,2620.0,False,True,False,False,False
RL,62.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,BrkTil,3,1,351.0,GasA,4,Y,1355,2,0,NA,0,0.0,140,0,WD ,127500,68,9,1999.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,7,CompShg,HdBoard,None,0.0,PConc,4,1,728.0,GasA,5,Y,2295,2,3,Attchd,2,590.0,0,40,WD ,268000,14,6,3390.0,False,False,True,False,False
RM,57.0,Pave,Lvl,4,CompShg,MetalSd,None,0.0,PConc,3,1,0.0,GasA,5,Y,1798,2,0,Detchd,1,342.0,0,0,WD ,137000,107,57,2873.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,7,CompShg,Plywood,None,0.0,CBlock,3,1,603.0,GasA,5,Y,1620,2,4,Attchd,1,578.0,0,62,WD ,215000,41,41,3240.0,False,False,True,False,False
RL,75.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,1,288.0,GasA,3,Y,1216,1,0,Attchd,2,336.0,0,0,WD ,129500,52,52,2432.0,False,True,False,False,False
RM,69.05520046484602,Pave,Lvl,5,CompShg,MetalSd,None,0.0,BrkTil,4,1,0.0,GasA,4,Y,1344,1,0,Detchd,1,240.0,200,114,WD ,115000,70,56,2240.0,False,True,False,False,False
RL,45.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,PConc,3,1,0.0,GasA,3,Y,1159,1,0,Detchd,1,288.0,84,0,WD ,114000,83,58,1906.0,False,True,False,False,False
RH,69.05520046484602,Pave,Lvl,4,CompShg,HdBoard,None,0.0,CBlock,3,1,1056.0,GasA,3,Y,1056,1,0,Detchd,1,384.0,0,42,WD ,107000,40,40,2112.0,False,True,False,False,False
RL,80.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,1,442.0,GasA,3,Y,1216,1,0,Detchd,1,336.0,158,0,COD,118500,61,58,2048.0,False,True,False,False,False
RM,50.0,Pave,Lvl,6,CompShg,WdShing,None,0.0,BrkTil,3,1,0.0,GasA,3,Y,1158,1,4,BuiltIn,2,208.0,0,0,WD ,120000,79,58,2020.0,False,True,False,False,False
RL,74.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,148.0,PConc,4,3,769.0,GasA,5,Y,1538,2,0,Attchd,2,484.0,146,40,WD ,260000,2,2,3076.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,MetalSd,BrkFace,150.0,CBlock,3,1,856.0,GasA,3,Y,1143,1,0,Attchd,2,308.0,0,0,WD ,136000,51,51,2286.0,False,True,False,False,False
RL,70.0,Pave,Lvl,4,CompShg,MetalSd,None,0.0,CBlock,3,1,0.0,GasA,3,Y,872,1,0,Detchd,1,480.0,0,0,WD ,123000,36,36,1730.0,False,True,False,False,False
RM,69.05520046484602,Pave,Lvl,6,CompShg,MetalSd,None,0.0,CBlock,3,1,0.0,GasA,3,Y,1406,1,0,NA,0,0.0,0,144,WD ,89500,88,58,1725.0,False,True,False,False,False
RL,100.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1324,2,0,Attchd,3,430.0,36,23,WD ,199500,5,5,2648.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,HdBoard,BrkCmn,41.0,PConc,3,1,0.0,GasA,3,Y,904,1,0,Attchd,1,408.0,0,0,WD ,109900,42,42,1780.0,False,True,False,False,False
RL,53.0,Pave,Lvl,7,CompShg,MetalSd,None,0.0,BrkTil,4,1,0.0,GasA,5,Y,2080,1,4,Detchd,1,282.0,0,0,WD ,234000,83,5,3356.0,False,True,False,False,False
RM,37.0,Pave,Lvl,6,CompShg,VinylSd,BrkFace,169.0,PConc,4,2,662.0,GasA,5,Y,848,1,4,Attchd,2,420.0,140,0,WD ,155900,2,2,1696.0,False,True,False,False,False
